"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"buy_sell_price";"gross_profitability"
"Alquiler de Piso en c)Derechos Humanos, 6";"La Fama";1600;1;3;0;"Primero";5;200;"Segunda mano/buen estado";1;1;1;0;1;1;"la fama";NA;322108;5.96073366696884
"Alquiler de Piso en plaza de la Enseñanza, Murcia s/n";"Infante Juan Manuel";650;1;2;0;"Primero";3;90;"Segunda mano/buen estado";0;1;1;1;0;1;"infante juan manuel";"Region from Substring Match";165452;4.71435824287407
"Alquiler de Piso en calle Alfonso X el Sabio, 20";"Alameda";650;1;1;0;"Intermedios";4;92;"Segunda mano/buen estado";1;0;1;0;0;0;"alameda";NA;110416;7.06419359513114
"Alquiler de Dúplex en calle Aurora, 10 -a, Bajo g";"La Ñora";825;0;2;0;"Bajo";3;200;"Segunda mano/buen estado";0;1;0;0;0;0;"la nora";NA;173586;5.70322491445163
"Alquiler de Dúplex en calle Pintor Nicolau, 1";"Los Narejos-Punta Calera";800;0;2;0;"Bajo";4;100;"Segunda mano/buen estado";1;0;1;1;0;1;"los narejos-punta calera";NA;152244;6.30566721841255
"Alquiler de Piso en parque de la Constitución, 3";"Yecla";550;0;2;1;"Primero";5;198;"Segunda mano/buen estado";0;0;0;0;1;0;"yecla";"Yecla";194133;3.39973111217567
"Alquiler de Piso en calle Aire, 145";"Las Delicias";500;1;2;0;"Primero";3;116;"Segunda mano/buen estado";1;1;1;1;0;1;"las delicias";NA;199123;3.01321293873636
"Alquiler de Piso en calle mayor, 27";"Puerto";450;1;1;0;"Ultimos_pisos";1;60;"Segunda mano/buen estado";1;0;1;0;1;1;"puerto";NA;186397;2.89704233437233
"Alquiler de Piso en calle Virgen de la Fuensanta, 16";"Lo Pagán";1200;0;1;0;"Primero";2;64;"Segunda mano/buen estado";0;1;1;0;0;1;"lo pagan";NA;108842;13.2301868763896
"Alquiler de Casa o chalet independiente en paseo Francisco García, 10";"Bolnuevo";800;0;1;0;"Muchas_plantas";2;60;"Segunda mano/buen estado";1;1;0;0;0;1;"bolnuevo";NA;127095;7.5534049333176
"Alquiler de Dúplex en Gran Vía de la Manga, 7 km";"Playa de las Gaviotas-El Pedrucho";850;0;2;0;"Primero";3;115;"Segunda mano/buen estado";0;1;1;1;1;0;"playa de las gaviotas-el pedrucho";NA;173011;5.89557889382756
"Alquiler de Chalet adosado en avenida Virgen de Fátima, 2";"Las Majadas-Las Molinetas-Labradorcico";650;0;2;0;"Muchas_plantas";3;150;"Segunda mano/buen estado";0;1;1;0;0;1;"las majadas-las molinetas-labradorcico";NA;213232;3.65798754408344
"Alquiler de Piso en La Ñora";"la ñora";450;1;1;0;"Primero";1;35;"Segunda mano/buen estado";1;0;0;1;1;1;"la nora";NA;87940;6.14055037525586
"Alquiler de Piso en calle Esperanzas f, 6 b";"San Pedro del Pinatar";644;1;1;0;"Intermedios";2;52;"Segunda mano/buen estado";1;0;1;0;0;1;"san pedro del pinatar";"San Pedro del Pinatar";102342;7.55115201969866
"Alquiler de Piso en Gran vía de la manga s/n";"Playa de las Gaviotas-El Pedrucho";1500;0;1;1;"Intermedios";2;70;"Segunda mano/buen estado";1;0;1;1;0;1;"playa de las gaviotas-el pedrucho";NA;88861;20.2563554315166
"Alquiler de Piso en La Ñora";"la ñora";900;0;2;1;"Bajo";4;145;"Segunda mano/buen estado";1;0;0;0;0;1;"la nora";NA;170511;6.33390221158752
"Alquiler de Piso en La Ñora";"la ñora";700;0;1;0;"Primero";2;80;"Segunda mano/buen estado";0;1;1;0;1;0;"la nora";NA;116082;7.23626402026154
"Alquiler de Piso en Alameda";"alameda";800;1;2;0;"Ultimos_pisos";3;120;"Segunda mano/buen estado";0;0;0;1;0;1;"alameda";NA;205231;4.67765590968226
"Alquiler de Piso en Urbanización Collados Zieschang, 53";"Los Collados-Los Geráneos";800;1;2;1;"Primero";2;130;"Segunda mano/buen estado";1;1;0;1;1;1;"los collados-los geraneos";NA;199689;4.80747562459625
"Alquiler de Piso en carretera Golf Resort Jardines de Alhama, 748";"Sierra de Carrascoy";700;0;1;0;"Primero";2;80;"Segunda mano/buen estado";1;1;0;1;0;0;"sierra de carrascoy";NA;96477;8.70673839360677
"Alquiler de Piso en San Pedro del Pinatar";"san pedro";700;1;1;0;"Primero";2;78;"Segunda mano/buen estado";1;0;1;0;0;0;"san pedro";"Region from Substring Match";112959;7.43632645473136
"Alquiler de Piso en avenida Gran Vía de la Manga, 14";"Playa del Esparto-Veneziola";450;1;1;0;"Ultimos_pisos";1;50;"Segunda mano/buen estado";1;1;0;1;1;0;"playa del esparto-veneziola";NA;156580;3.44871631115085
"Alquiler de Ático en calle Galicia, 16";"El Carmen";775;1;1;0;"Ultimos_pisos";2;85;"Segunda mano/buen estado";0;1;0;0;0;0;"el carmen";NA;152714;6.08981494820383
"Alquiler de Piso en calle Gran Pez, 5";"San Andrés-San Antolín";1000;1;2;0;"Intermedios";4;130;"Segunda mano/buen estado";1;1;1;0;1;1;"san andres-san antolin";NA;223212;5.37605505080372
"Alquiler de Piso en San Andrés-San Antolín";"san andrés-san antolín";900;1;2;0;"Intermedios";3;105;"Segunda mano/buen estado";0;0;0;0;0;0;"san andres-san antolin";NA;133177;8.10950839859736
"Alquiler de Piso en Marcos redondo, 5";"Santa Catalina-San Bartolomé";1300;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";1;0;0;0;0;0;"santa catalina-san bartolome";NA;156210;9.98655655847897
"Alquiler de Piso en calle Martínez Parra, 14";"Centro";1000;0;1;0;"Primero";3;60;"Segunda mano/buen estado";0;0;0;0;0;1;"centro";NA;78598;15.2675640601542
"Alquiler de Piso en avenida Don Juan de Borbón, 59";"Juan de Borbón";790;1;1;0;"Ultimos_pisos";1;47;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;150957;6.27993402094636
"Alquiler de Piso en calle sierra de las moreras s/n";"Bahía";450;0;1;1;"Intermedios";2;70;"Segunda mano/buen estado";1;1;1;0;0;1;"bahia";NA;120991;4.46314188658661
"Alquiler de Chalet adosado en calle los Arrecifes, 71";"Los Alcázares";500;0;1;0;"Primero";1;70;"Segunda mano/buen estado";1;1;0;0;0;1;"los alcazares";"Los Alcázares";118290;5.07227998985544
"Alquiler de Piso en calle Alcacil, 6";"Gea y Truyols";388;1;1;0;"Primero";1;80;"Segunda mano/buen estado";1;1;1;1;0;0;"gea y truyols";NA;112202;4.14965865136094
"Alquiler de Dúplex en avenida Trinquete, 4";"Santiago de la Ribera";700;1;1;0;"Bajo";2;90;"Segunda mano/buen estado";1;1;0;1;0;1;"santiago de la ribera";NA;92869;9.04499886937514
"Alquiler de Piso en calle Laurel, 7";"Corvera";620;1;2;0;"Primero";2;90;"Segunda mano/buen estado";1;1;1;1;0;1;"corvera";NA;186762;3.98367976354933
"Alquiler de Piso en calle Alonso de Tenza, 7";"Espinardo";800;1;2;0;"Bajo";3;85;"Segunda mano/buen estado";1;1;0;1;1;1;"espinardo";NA;162160;5.92007893438579
"Alquiler de Chalet pareado en calle Parque de Doñana, 69";"Bahía";600;0;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;0;0;1;0;"bahia";NA;106744;6.74510979539834
"Alquiler de Piso en calle Profesor D.Bienvenido Conejero Requiel, 34";"Los Alcázares";1300;0;4;0;"Primero";2;75;"Segunda mano/buen estado";1;0;0;0;0;1;"los alcazares";"Los Alcázares";276504;5.64187136533287
"Alquiler de Casa o chalet independiente en plaza Mayor, 3";"Moratalla";390;0;1;0;"Primero";2;120;"Segunda mano/buen estado";1;1;0;0;0;0;"moratalla";"Moratalla";128529;3.64120159652685
"Alquiler de Piso en Vista Alegre";"vista alegre";700;1;1;1;"Primero";2;78;"Segunda mano/buen estado";1;0;0;1;1;1;"vista alegre";NA;105640;7.95153351003408
"Alquiler de Piso en calle Juan Ramón Jiménez, 96";"Santiago de la Ribera";1500;1;2;0;"Primero";3;90;"Segunda mano/buen estado";1;1;0;0;0;1;"santiago de la ribera";NA;190261;9.46068821250808
"Alquiler de Piso en calle Castillo de Mar s/n";"Playa del Galán";1300;1;2;0;"Intermedios";3;136;"Segunda mano/buen estado";1;1;0;1;0;0;"playa del galan";NA;169172;9.221384153406
"Alquiler de Piso en calle virgen de la caridad, 156";"Santiago de la Ribera";700;1;1;0;"Bajo";2;90;"Segunda mano/buen estado";1;1;1;1;0;0;"santiago de la ribera";NA;95345;8.81011065079448
"Alquiler de Piso en calle Gregal, 3";"Bolnuevo";1000;1;1;0;"Primero";2;70;"Segunda mano/buen estado";1;0;1;1;0;0;"bolnuevo";NA;93819;12.7905861286093
"Alquiler de Piso en av del puerto, 100";"Los Cuarteros";900;0;1;0;"Primero";2;60;"Segunda mano/buen estado";1;1;0;0;0;0;"los cuarteros";NA;104319;10.3528599775688
"Alquiler de Piso en calle Viriato, 7";"Puerto";675;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";1;1;0;0;0;1;"puerto";NA;111541;7.26190369460557
"Alquiler de Piso en calle Vista Alegre, 4";"Vista Alegre";740;1;1;0;"Intermedios";3;100;"Segunda mano/buen estado";0;1;1;0;0;0;"vista alegre";NA;104813;8.4722314980012
"Alquiler de Piso en calle ricardo zamora, 6";"San Juan";850;1;2;0;"Intermedios";3;105;"Segunda mano/buen estado";0;1;0;0;1;1;"san juan";NA;173793;5.86905111253042
"Alquiler de Piso en avenida Gran Vía de la Manga, 23";"Playa del Esparto-Veneziola";700;1;1;0;"Intermedios";2;50;"Segunda mano/buen estado";1;1;0;1;0;0;"playa del esparto-veneziola";NA;75752;11.0888161368677
"Alquiler de Casa o chalet independiente en avenida de la Marina, 1";"Los Nietos";450;0;1;0;"Muchas_plantas";2;75;"Segunda mano/buen estado";0;1;0;0;0;0;"los nietos";NA;98162;5.50111040932336
"Alquiler de Piso en calle Aguilar Amat s/n";"Santiago de la Ribera";550;0;1;0;"Primero";4;100;"Segunda mano/buen estado";1;0;1;0;1;0;"santiago de la ribera";NA;134854;4.89418185593308
"Alquiler de Piso en calle Huerto Cadenas, 4";"San Antón";650;1;1;0;"Intermedios";1;60;"Segunda mano/buen estado";1;0;0;0;0;1;"san anton";NA;89418;8.72307589076025
"Alquiler de Piso en calle miguel de cervantes, 15";"Centro";600;1;2;0;"Intermedios";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"centro";NA;127125;5.66371681415929
"Alquiler de Piso en calle Sierra de Gredos, 3";"San Andrés-San Antolín";700;0;1;0;"Intermedios";3;70;"Segunda mano/buen estado";0;0;1;0;0;0;"san andres-san antolin";NA;73177;11.4790166309086
"Alquiler de Piso en Polígono Veneciola a, 1";"Playa del Esparto-Veneziola";700;1;1;0;"Intermedios";2;85;"Segunda mano/buen estado";0;0;0;0;0;0;"playa del esparto-veneziola";NA;66389;12.6526984892076
"Alquiler de Casa o chalet independiente en cerca de la ermita, 108";"La Ñora";900;0;2;0;"Primero";4;150;"Segunda mano/buen estado";1;1;0;0;1;1;"la nora";NA;225620;4.78680967999291
"Alquiler de Piso en calle Cotopaxi, 17";"Calabardina-Cope";750;0;1;0;"Primero";2;95;"Segunda mano/buen estado";1;1;0;1;1;0;"calabardina-cope";NA;115120;7.81792911744267
"Alquiler de Piso en calle América, 1";"Espinardo";750;0;1;0;"Intermedios";3;120;"Segunda mano/buen estado";0;1;0;0;1;0;"espinardo";NA;107878;8.34275755946532
"Alquiler de Piso en calle Punta Casablanca, 1";"Cabo de Palos";1500;0;1;0;"Primero";2;70;"Segunda mano/buen estado";1;0;1;0;0;1;"cabo de palos";"Region from Substring Match";118225;15.2252061746669
"Alquiler de Piso en avenida Afonso Ortega Carmona, 5";"Las Delicias";900;1;2;0;"Primero";3;100;"Segunda mano/buen estado";1;0;1;1;1;1;"las delicias";NA;189039;5.71310681922778
"Alquiler de Piso en calle Tierno Galván, 29";"Ensanche";700;0;1;0;"Intermedios";3;70;"Segunda mano/buen estado";1;0;0;1;1;1;"ensanche";NA;90559;9.2757208008039
"Alquiler de Estudio en calle Punta Brava, 9 a";"Cabo de Palos";500;0;1;0;"Intermedios";0;30;"Segunda mano/buen estado";1;0;1;0;0;0;"cabo de palos";NA;74606;8.04224861271211
"Alquiler de Casa o chalet independiente en carril Bartolos, 18";"Rincón de Seca";850;0;1;0;"Muchas_plantas";3;90;"Segunda mano/buen estado";0;0;0;1;0;0;"rincon de seca";NA;73954;13.7923574113638
"Alquiler de Piso en calle Papa Juan Pablo II, 18";"Las Delicias";490;1;2;1;"Ultimos_pisos";2;85;"Segunda mano/buen estado";1;0;1;1;1;1;"las delicias";NA;237771;2.4729676873967
"Alquiler de Ático en calle Conde de Aranda, 1";"Centro";800;1;2;0;"Primero";2;95;"Segunda mano/buen estado";0;1;0;0;0;1;"centro";NA;167229;5.74063111063273
"Alquiler de Piso en calle Rosario, 104";"La Ñora";900;1;2;0;"Primero";3;125;"Segunda mano/buen estado";1;1;1;0;1;1;"la nora";NA;231257;4.67012890420614
"Alquiler de Piso en calle g, 9";"Playa del Esparto-Veneziola";1000;1;1;0;"Intermedios";2;75;"Segunda mano/buen estado";1;1;1;1;0;0;"playa del esparto-veneziola";NA;100123;11.985258132497
"Alquiler de Piso en avenida Don Juan de Borbón, 100";"Juan de Borbón";650;1;1;1;"Intermedios";2;60;"Segunda mano/buen estado";1;0;0;1;0;0;"juan de borbon";NA;62049;12.5707102451288
"Alquiler de Piso en calle Isla de Cuba, 38";"Bahía";850;0;1;0;"Primero";2;80;"Segunda mano/buen estado";0;1;1;1;0;0;"bahia";NA;87580;11.646494633478
"Alquiler de Piso en avenida Sandoval, 12";"Santiago de la Ribera";550;0;1;0;"Intermedios";2;70;"Segunda mano/buen estado";1;1;0;0;1;1;"santiago de la ribera";NA;120819;5.46271695677004
"Alquiler de Dúplex en Gran Vía de la Manga, 6 km";"Playa del Galán";750;1;1;0;"Ultimos_pisos";1;100;"Segunda mano/buen estado";1;0;1;0;1;0;"playa del galan";NA;190731;4.71868757569561
"Alquiler de Piso en La Fama";"la fama";1600;1;3;0;"Intermedios";5;160;"Segunda mano/buen estado";1;0;1;0;0;0;"la fama";NA;253421;7.57632556102296
"Alquiler de Piso en Gran Vía de la Manga, 17 Km";"Playa del Esparto-Veneziola";750;1;1;0;"Intermedios";1;55;"Segunda mano/buen estado";1;1;0;1;0;1;"playa del esparto-veneziola";NA;87706;10.2615556518368
"Alquiler de Piso en Vista Alegre";"vista alegre";1280;0;1;0;"Intermedios";4;100;"Segunda mano/buen estado";0;0;0;0;1;1;"vista alegre";NA;97267;15.7915839904593
"Alquiler de Piso en calle del Pilar, 14";"Los Alcázares";1300;0;1;0;"Intermedios";2;60;"Segunda mano/buen estado";0;1;1;0;0;1;"los alcazares";"Los Alcázares";95297;16.3698752321689
"Alquiler de Piso en avenida Tierno Galván, 14";"Bahía";700;1;1;0;"Primero";2;65;"Segunda mano/buen estado";1;1;0;0;0;0;"bahia";NA;109649;7.66080858010561
"Alquiler de Casa o chalet independiente en calle Menéndez y Pelayo, 17";"Portmán";550;0;1;0;"Muchas_plantas";3;100;"Segunda mano/buen estado";1;0;0;0;1;0;"portman";NA;129671;5.08980419677491
"Alquiler de Piso en calle Río Jarama, 1 °b";"Playa Honda-Playa Paraíso";500;1;1;0;"Primero";2;78;"Segunda mano/buen estado";1;1;1;0;0;0;"playa honda-playa paraiso";NA;129177;4.64478970714601
"Alquiler de Piso en Gran Vía de la Manga, 4 Km";"Playa del Galán";1500;1;2;0;"Intermedios";3;106;"Segunda mano/buen estado";1;0;1;0;1;0;"playa del galan";NA;183634;9.80210636374528
"Alquiler de Piso en calle Playa Blanca, 1";"Playa de las Gaviotas-El Pedrucho";580;0;1;1;"Intermedios";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"playa de las gaviotas-el pedrucho";"Region from Substring Match";105486;6.59803196632728
"Alquiler de Chalet adosado en calle Rio Llobregat, 8";"Los Peñascos-El Salero-Los Imbernones";1500;0;2;0;"Muchas_plantas";3;110;"Segunda mano/buen estado";1;1;0;0;0;0;"los penascos-el salero-los imbernones";NA;194182;9.26965424189678
"Alquiler de Piso en avenida de los Jerónimos, 138";"Guadalupe";930;1;1;0;"Intermedios";3;105;"Segunda mano/buen estado";1;0;0;0;0;1;"guadalupe";NA;111315;10.0256030184611
"Alquiler de Piso en plaza Mayor, 8";"San Nicolás";600;0;1;0;"Otro";1;60;"Segunda mano/buen estado";0;0;0;0;0;1;"san nicolas";NA;67481;10.6696699811799
"Alquiler de Piso en calle Pintor José María Galván, 20";"Los Narejos-Punta Calera";350;0;1;0;"Bajo";1;40;"Segunda mano/buen estado";1;0;0;0;0;0;"los narejos-punta calera";NA;55398;7.58150113722517
"Alquiler de Ático en avenida Don Juan de Borbón, 140";"Juan de Borbón";1200;1;1;0;"Ultimos_pisos";2;85;"Segunda mano/buen estado";1;1;0;1;1;1;"juan de borbon";NA;184379;7.81000005423611
"Alquiler de Piso en nuevo puerto bello, 2";"Entremares";600;0;1;0;"Primero";1;50;"Segunda mano/buen estado";1;1;1;0;0;0;"puerto";NA;112696;6.38886917015688
"Alquiler de Piso en Las Lomas-Las Yucas";"Águilas";600;0;2;0;"Primero";3;100;"Segunda mano/buen estado";1;0;1;0;1;0;"las lomas-las yucas";NA;189832;3.79282734207088
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";900;0;1;0;"Intermedios";2;60;"Segunda mano/buen estado";1;0;0;0;0;1;"puerto";NA;87975;12.2762148337596
"Alquiler de Piso en calle San Benito, 3";"Puerto";1000;0;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;1;1;1;1;"puerto";NA;116921;10.2633402040694
"Alquiler de Piso en calle Sagasta, 22";"San Nicolás";1200;1;2;0;"Intermedios";5;160;"Segunda mano/buen estado";1;0;1;0;1;0;"san nicolas";NA;209163;6.8845828373087
"Alquiler de Cortijo en Campo De San Juan, 20";"san juan";790;0;1;1;"Primero";5;200;"Segunda mano/buen estado";0;1;0;0;0;0;"san juan";NA;141720;6.68924640135478
"Alquiler de Piso en Zona Juan Carlos I";"juan carlos i";650;1;1;1;"Intermedios";1;65;"Segunda mano/buen estado";1;0;0;1;1;1;"juan carlos i";NA;86593;9.00765650803183
"Alquiler de Piso en Subida San Diego, 8";"Casco Antiguo";1000;1;2;0;"Primero";4;95;"Segunda mano/buen estado";1;0;1;0;0;0;"casco antiguo";NA;180406;6.65166347017283
"Alquiler de Casa o chalet independiente en avenida los viveros, 26";"Calasparra";500;0;2;1;"Muchas_plantas";2;110;"Segunda mano/buen estado";1;1;1;1;0;1;"calasparra";"Calasparra";200969;2.98553508252517
"Alquiler de Chalet adosado en calle Borromini, 12";"Islas Menores-Mar de Cristal";650;0;1;0;"Primero";2;100;"Segunda mano/buen estado";1;1;0;0;0;1;"islas menores-mar de cristal";NA;132266;5.89720714318116
"Alquiler de Chalet adosado en Puerto";"Puerto de Mazarrón";750;0;1;0;"Primero";2;57;"Segunda mano/buen estado";1;0;0;0;1;1;"puerto";NA;111287;8.08719796562042
"Alquiler de Piso en calle Laredo, 4";"San Nicolás";795;1;2;0;"Intermedios";3;110;"Segunda mano/buen estado";1;0;1;0;1;1;"san nicolas";NA;197054;4.84131253362023
"Alquiler de Piso en calle Cartagena, 1";"Las Majadas-Las Molinetas-Labradorcico";600;1;1;0;"Primero";2;80;"Segunda mano/buen estado";1;1;1;0;1;1;"las majadas-las molinetas-labradorcico";"Region from Substring Match";154381;4.66378634676547
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";1500;1;1;0;"Intermedios";2;74;"Segunda mano/buen estado";0;0;0;0;0;1;"puerto";NA;73757;24.4044633051778
"Alquiler de Piso en Vista Alegre";"vista alegre";700;0;1;0;"Primero";2;90;"Segunda mano/buen estado";0;1;0;0;1;1;"vista alegre";NA;117641;7.14036772893804
"Alquiler de Piso en avenida Joven Futura, 10";"Espinardo";800;1;2;1;"Primero";3;100;"Segunda mano/buen estado";1;1;0;1;0;1;"espinardo";NA;176863;5.42793009278368
"Alquiler de Piso en c merced, 8";"San Lorenzo";1380;1;2;1;"Intermedios";4;150;"Segunda mano/buen estado";1;0;1;1;0;1;"san lorenzo";NA;185041;8.9493679779076
"Alquiler de Piso en Bahía";"Puerto de Mazarrón";900;0;1;0;"Primero";2;72;"Segunda mano/buen estado";0;0;0;0;0;1;"bahia";NA;81570;13.2401618242001
"Alquiler de Dúplex en Yecla";"yecla";450;0;1;0;"Intermedios";3;110;"Segunda mano/buen estado";0;1;0;0;0;1;"yecla";"Yecla";103059;5.23971705527901
"Alquiler de Ático en Puerto";"Puerto de Mazarrón";900;1;1;0;"Intermedios";3;100;"Segunda mano/buen estado";1;0;0;0;0;1;"puerto";NA;109298;9.88124210873026
"Alquiler de Piso en calle de Ramón y Cajal, 20";"Alcantarilla";300;0;1;0;"Primero";1;50;"Segunda mano/buen estado";0;0;0;0;0;0;"alcantarilla";"Alcantarilla";59016;6.10004066693778
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";999;0;1;0;"Intermedios";2;80;"Segunda mano/buen estado";0;0;0;0;1;0;"puerto";NA;73650;16.2769857433809
"Alquiler de Piso en calle Calderón de la Barca, 8";"Santa Catalina-San Bartolomé";800;1;1;1;"Intermedios";1;75;"Segunda mano/buen estado";1;0;0;0;1;1;"santa catalina-san bartolome";NA;106540;9.01070020649521
"Alquiler de Casa o chalet independiente en La Hoya-Almendricos-Purias";"Lorca";1000;0;2;0;"Muchas_plantas";3;190;"Segunda mano/buen estado";0;0;0;0;1;0;"la hoya-almendricos-purias";NA;199655;6.01036788460094
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";800;1;2;0;"Bajo";3;100;"Segunda mano/buen estado";0;1;0;0;1;1;"puerto";NA;160945;5.9647705737985
"Alquiler de Piso en Bahía";"Puerto de Mazarrón";900;0;2;0;"Otro";3;102;"Segunda mano/buen estado";0;0;0;0;0;1;"bahia";NA;145017;7.44740271830199
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";900;1;1;0;"Otro";2;60;"Segunda mano/buen estado";0;0;0;0;0;0;"puerto";NA;60857;17.7465205317383
"Alquiler de Piso en calle San Agustín, 125";"Cehegin";400;1;2;1;"Intermedios";3;90;"Segunda mano/buen estado";0;1;0;1;0;0;"cehegin";"Cehegín";125911;3.8122165656694
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";900;1;2;0;"Otro";3;108;"Segunda mano/buen estado";1;0;0;0;0;0;"puerto";NA;162123;6.66160877852001
"Alquiler de Piso en calle Capitanes Ripoll, 8";"Casco Antiguo";650;1;2;0;"Primero";3;120;"Segunda mano/buen estado";1;1;0;0;1;0;"casco antiguo";NA;203150;3.83952744277627
"Alquiler de Piso en Puerto";"Puerto de Mazarrón";900;0;1;0;"Otro";3;132;"Segunda mano/buen estado";0;0;0;0;0;0;"puerto";NA;88467;12.2079419444539
"Alquiler de Piso en calle Escudero, 1";"Lo Pagán";550;1;1;0;"Intermedios";2;72;"Segunda mano/buen estado";1;0;1;0;0;1;"lo pagan";NA;110412;5.97761112922508
"Alquiler de Piso en C/Espliego, 32";"pliego";1200;1;2;0;"Primero";2;110;"Segunda mano/buen estado";1;1;1;1;1;1;"pliego";"Pliego";207422;6.94236869763092
"Alquiler de Piso en calle Marín Baldo, 2";"Catedral";1600;1;2;0;"Intermedios";4;150;"Segunda mano/buen estado";0;0;0;0;0;1;"catedral";NA;165012;11.6355174169151
"Alquiler de Piso en Las Torres de Cotillas";"las torres de cotillas";570;0;1;0;"Intermedios";3;86;"Segunda mano/buen estado";0;0;1;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";79633;8.58940389034697
